gene,pLI
PPL,1.08E-25
ROGDI,3.13E-12
RBFOX1,0.935961018
SEC14L5,6.57E-10
ALG1,9.22E-10
USP7,0.999999998
PRM1,0.371061724
TNP2,0.04397134
RP11-166B2.1,1.60E-08
CIITA,5.54E-05
RSL1D1,0.000364294
GSPT1,0.951655492
NUBP1,6.66E-08
EMP2,5.90E-05
RMI2,0.024604188
TVP23A,2.04E-06
PRM2,0.108047166
CLEC16A,0.010138957
DEXI,0.453687572
TXNDC11,0.003178008
ATF7IP2,0.797518042
TEKT5,1.10E-14
SOCS1,0.541775585
LITAF,0.313932119
SNN,0.020249059
ZC3H7A,0.999987025
MKL2,0.999938116
BFAR,0.002309748
NPIPA1,0.495053839
PARN,0.387183623
TNFRSF17,0.003104419
RRN3,0.00047458
NPIPA5,0.544994923
NTAN1,0.015873662
PLA2G10,0.021747733
SNX29,1.78E-06
PDXDC1,2.30E-07
MPV17L,0.000500982
ERCC4,3.33E-10
CPPED1,3.26E-10
C16orf45,0.214680178
ABCC6,1.45E-06
ITPRIPL2,0.018503394
KIAA0430,0.999999566
TMC7,4.32E-06
ARL6IP1,0.006675689
ABCC1,0.01943576
COQ7,4.68E-05
SMG1,1
MYH11,0.998956488
FOPNL,9.47E-06
XYLT1,0.985159711
NDE1,0.047109548
RPS15A,0.833355705
GPRC5B,0.527206906
KNOP1,3.17E-05
GDE1,4.09E-05
UMOD,3.18E-08
CCP110,0.015731918
ACSM2B,8.66E-06
C16orf62,1.29E-05
ACSM3,4.98E-09
IQCK,0.053932626
GP2,1.13E-12
SYT17,0.02363635
ACSM2A,2.49E-06
GPR139,0.144423629
ACSM1,4.37E-09
TMC5,0.000196303
THUMPD1,0.001035463
ACSM5,5.09E-08
PDILT,9.26E-06
OTOA,4.16E-08
PDZD9,0.545260625
UQCRC2,0.007235543
NPIPB3,0.502865157
IGSF6,0.072554781
TMEM159,0.003174027
POLR3E,0.019465818
DNAH3,9.63E-51
LYRM1,1.79E-05
METTL9,0.377292455
ZP2,1.04E-05
ANKS4B,3.41E-06
ERI2,6.39E-05
AC004381.6,9.23E-07
DCUN1D3,0.898154103
VWA3A,1.84E-20
EEF2K,8.34E-11
CRYM,0.027148784
HS3ST2,0.212162588
COG7,1.29E-06
NDUFAB1,0.755255332
RBBP6,0.999999003
TNRC6A,0.999999928
GGA2,5.05E-05
PALB2,1.33E-10
UBFD1,0.839698364
CHP2,0.006591256
SCNN1B,0.000701537
EARS2,2.07E-07
DCTN5,0.020437409
CACNG3,0.987801232
PRKCB,0.99990807
USP31,0.008751105
ERN2,1.79E-15
PLK1,0.994120613
SCNN1G,0.368698569
CDR2,5.61E-06
ZKSCAN2,0.002937675
GSG1L,0.541032305
NPIPB7,0.151766813
NPIPB6,0.636136512
AQP8,0.003848216
ARHGAP17,0.990465511
IL4R,0.031743833
HS3ST4,0.581015605
IL21R,0.846367844
SBK1,0.437577104
KIAA0556,1.31E-17
SLC5A11,1.50E-06
XPO6,0.999999448
CLN3,9.99E-07
LCMT1,0.001550584
NSMCE1,0.038388415
KDM8,0.007264585
GTF3C1,0.999995619
ATXN2L,0.999950396
CCDC101,0.867208408
EIF3C,0.343303109
SULT1A2,1.84E-08
SULT1A1,2.24E-09
CD19,0.853622377
IL27,0.927792678
NUPR1,0.007541089
NPIPB8,0.014229505
APOBR,6.30E-06
LAT,0.097433294
RABEP2,0.002736644
TUFM,0.651456012
SPNS1,0.258446825
NFATC2IP,0.002327345
SH2B1,0.95682971
ATP2A1,7.04E-09
SPN,0.091271392
KIF22,4.40E-06
PRRT2,0.301735693
C16orf54,0.668080508
TMEM219,0.001035357
TAOK2,0.998764492
QPRT,0.593365506
KCTD13,0.791960934
CDIPT,0.193882539
SLX1B,0.516792296
PAGR1,0.500965911
MVP,0.007448525
ASPHD1,0.120035613
MAZ,0.953969622
SEZ6L2,0.13015316
SULT1A4,0.392852564
HIRIP3,0.019002782
SULT1A3,0.372332179
PPP4C,0.7595859
INO80E,0.017414685
SEPT1,0.002937466
YPEL3,0.122709139
FAM57B,0.285736246
CORO1A,0.954491479
ALDOA,0.024834403
DOC2A,0.018553646
SLX1A,0.625453893
CD2BP2,0.000336174
C16orf92,0.01892544
TBX6,0.029147489
MAPK3,0.409692328
TBC1D10B,0.981784128
GDPD3,1.05E-07
MYLPF,0.602001132
C16orf93,8.00E-05
SEPHS2,0.001786053
ZNF747,2.75E-05
PRR14,0.258591291
DCTPP1,0.184698214
ZNF689,0.31873733
ZNF785,3.84E-14
ZNF629,0.992317752
BCL7C,0.150443663
RNF40,0.999994909
ZNF688,7.09E-05
PHKG2,0.021634494
ZNF768,0.57930558
ZNF764,3.07E-08
ZNF48,0.032425146
ITGAL,0.430339544
ZNF771,0.295812869
SRCAP,0.999999997
FBRS,0.981524682
CTF1,0.138254694
TRIM72,0.000530648
PYCARD,0.016503554
FUS,0.999963786
PRSS53,7.27E-11
ORAI3,0.01095069
PRSS36,4.42E-13
PYDC1,0.465269918
C16orf98,0.136322271
ZNF668,0.268892373
KAT8,0.912576388
SETD1A,0.999996231
STX1B,0.944474733
HSD3B7,4.64E-06
PRSS8,0.00338431
ZNF646,0.00556536
VKORC1,0.081803076
STX4,9.66E-05
FBXL19,0.982522203
BCKDK,0.005804358
ITGAM,1.34E-08
MYLK3,0.140967535
C16orf58,1.18E-10
TP53TG3D,0.641056796
AHSP,0.00985694
VPS35,0.993599132
ZNF267,1.49E-06
ITGAX,6.11E-05
TGFB1I1,0.074916919
ARMC5,0.046292475
SLC5A2,8.35E-11
ITGAD,6.33E-12
SHCBP1,5.53E-06
ORC6,0.000734226
COX6A2,0.549091486
ZNF720,0.055960456
HEATR3,0.000127665
PHKB,3.16E-10
LONP2,2.91E-16
C16orf78,4.19E-06
SIAH1,0.949054585
DNAJA2,0.985455361
ADCY7,0.017721208
CBLN1,0.814123267
N4BP1,0.361226868
CNEP1R1,0.291176145
NETO2,0.158399551
C16orf87,0.097478782
ZNF423,0.990468533
ABCC12,2.21E-26
GPT2,0.00368564
ABCC11,5.70E-25
PAPD5,0.998506441
ITFG1,0.962023993
NKD1,0.997929799
BRD7,0.944865043
CAPNS2,0.131736738
SLC6A2,0.2771183
RBL2,0.957797036
MMP2,0.791258492
SNX20,4.13E-05
CHD9,0.999999929
RPGRIP1L,1.20E-18
NOD2,5.52E-19
CYLD,0.994720107
FTO,0.011344576
CES1,6.77E-14
IRX6,2.82E-08
TOX3,0.994339108
LPCAT2,1.13E-06
SALL1,0.994674178
AKTIP,0.788012646
MT1E,0.659212996
SLC12A3,5.54E-18
OGFOD1,1.29E-08
MT1B,0.248269442
AMFR,0.001425759
MT1H,0.054841215
NUP93,0.004868044
BBS2,1.85E-10
MT1A,0.007776186
MT1F,0.053849699
MT1X,0.049611192
MT1G,0.008119484
HERPUD1,0.821042866
MT3,0.25413347
MT4,0.007994585
MT1M,9.84E-05
MT2A,0.053869187
CES5A,5.95E-19
GNAO1,0.984288177
NUDT21,0.947296446
NLRC5,6.72E-05
CPNE2,0.54400307
RSPRY1,0.999778005
ARL2BP,0.000774156
GPR56,1.43E-05
POLR2C,0.047007726
KATNB1,0.496734037
CIAPIN1,0.296605892
GPR114,0.014323561
COQ9,0.000172325
CETP,5.18E-12
GPR97,4.48E-09
CCL22,0.279053455
FAM192A,0.944099351
PLLP,0.519581852
CX3CL1,0.963378217
CCDC135,1.64E-11
DOK4,0.19760291
CCL17,0.077124722
CCDC102A,9.22E-05
TEPP,6.80E-05
CCDC113,3.95E-13
C16orf80,0.024496411
NDRG4,0.019809072
ZNF319,0.959545481
CDH11,0.999267145
CNOT1,1
PRSS54,4.50E-05
SETD6,1.02E-09
USB1,0.122774716
GINS3,0.236040219
SLC38A7,0.031405693
CNGB1,6.63E-25
KIFC3,0.46789312
CDH8,0.997463771
MMP15,0.651305092
GOT2,0.89649116
CSNK2A2,0.999154189
CDH5,0.146020818
CMTM1,0.001297531
FAM96B,0.002103752
CMTM2,2.07E-05
CMTM3,0.107243309
NAE1,1.90E-07
CES2,1.08E-10
CKLF,0.027093108
CMTM4,0.039383463
PDP2,1.86E-05
TK2,0.003269753
CDH16,6.80E-13
RRAD,0.310768743
CES3,2.06E-08
CA7,0.775375974
CKLF-CMTM1,0.008028449
DYNC1LI2,0.798419344
CES4A,0.000495399
B3GNT9,0.022824654
LRRC36,3.63E-10
FHOD1,9.46E-11
KIAA0895L,0.018433058
LRRC29,0.007203759
FBXL8,0.014439075
E2F4,0.320999401
CBFB,0.905733874
AC040160.1,0.344279001
KCTD19,3.34E-08
PLEKHG4,1.46E-09
SLC9A5,0.036251926
ELMO3,1.20E-07
TRADD,0.680264799
EXOC3L1,7.64E-10
NOL3,0.000536476
C16orf70,0.803545517
HSF4,2.50E-10
TMEM208,0.424874173
ZDHHC1,5.11E-06
NUTF2,0.885150385
FAM65A,0.895578366
HSD11B2,0.244955465
CENPT,0.055362352
ACD,5.78E-07
AGRP,0.090387252
TSNAXIP1,9.27E-18
RLTPR,0.022353307
THAP11,0.465632986
ATP6V0D1,0.988131751
ENKD1,2.15E-05
TPPP3,0.311517277
NRN1L,0.000386711
CTCF,0.997924958
C16orf86,0.652428951
RANBP10,0.951824229
PARD6A,0.854734701
EDC4,0.995195899
GFOD2,0.060537434
CDH1,0.338547688
NFATC3,0.998062458
CTRL,7.87E-06
SMPD3,0.65919615
DPEP2,4.01E-05
SLC7A6OS,0.807327025
CDH3,1.81E-08
TANGO6,9.71E-09
ZFP90,0.008861928
SLC7A6,0.0224285
LCAT,0.496435716
PSMB10,2.34E-05
DUS2,0.000272032
DDX28,0.034893731
DPEP3,9.14E-07
ESRP2,0.731424519
PRMT7,8.31E-09
PLA2G15,0.65843
SLC12A4,1.83E-07
PSKH1,0.017874205
WWP2,0.977902374
VPS4A,0.912320744
TERF2,0.927472177
CIRH1A,0.094027705
CHTF8,0.275816999
NFAT5,0.999990942
SNTB2,0.036218318
CLEC18C,0.876992462
PDF,0.050315418
NQO1,4.52E-11
EXOSC6,0.494173934
NOB1,8.61E-08
CYB5B,0.25957799
HAS3,0.269387112
NIP7,0.603152383
CLEC18A,0.144113695
PDPR,4.85E-08
COG8,1.87E-05
TMED6,0.000563599
COG4,4.39E-06
AP1G1,0.999975846
ST3GAL2,0.947101299
SF3B3,0.999962978
AARS,4.68E-05
MTSS1L,0.86986055
FUK,8.48E-16
IL34,0.114215553
CMTR2,1.42E-07
MARVELD3,0.000303794
CALB2,0.001238901
TAT,0.021438444
VAC14,0.629700168
PHLPP2,0.01579732
CHST4,5.59E-09
ZNF23,8.37E-07
ZNF19,1.78E-05
DDX19A,0.923061309
DDX19B,0.03571178
GLG1,0.997711424
FA2H,0.726409724
PMFBP1,4.06E-25
TXNL4B,0.017306522
HPR,2.95E-07
IST1,0.023110672
WDR59,3.44E-11
ZFHX3,1
DHODH,0.012823909
MLKL,7.48E-14
RFWD3,0.525273499
ZNRF1,0.754396423
PSMD7,0.019332351
NPIPB15,0.000277932
ZNF821,0.158430833
DHX38,1.04E-06
HP,0.029390747
MON1B,0.229740475
CHST5,0.005380225
SYCE1L,0.072137507
BCAR1,0.992956578
TERF2IP,0.022797301
CFDP1,0.084939582
ADAT1,6.80E-11
CTRB1,0.001796672
TMEM231,7.38E-05
KARS,0.085907813
CNTNAP4,2.34E-05
CHST6,0.000606607
LDHD,4.49E-06
GABARAPL2,0.000743181
CTRB2,0.283515253
ZFP1,0.009251623
NUDT7,0.000107932
VAT1L,1.90E-05
TMEM170A,0.000303172
ADAMTS18,3.74E-15
GCSH,0.019728343
HSBP1,0.530903532
CMC2,0.00149211
WWOX,1.94E-08
CDYL2,0.624960005
MAF,0.429001156
DYNLRB2,0.390767289
C16orf46,5.35E-06
CMIP,0.999886587
PLCG2,0.999993047
BCMO1,8.73E-07
GAN,0.036349934
MPHOSPH6,0.001208434
CENPN,3.16E-05
CLEC3A,5.32E-07
HSD17B2,3.83E-10
CDH13,0.217594377
PKD1L2,2.37E-09
SDR42E1,3.53E-07
ATMIN,0.000970633
CRISPLD2,7.38E-06
KCNG4,3.97E-17
HSDL1,0.000929031
KIAA0513,0.075830642
TLDC1,2.29E-12
ADAD2,6.70E-05
TAF1C,3.23E-11
FAM92B,3.59E-11
OSGIN1,0.016050625
KLHL36,0.939925902
USP10,0.988853453
MBTPS1,0.131749475
DNAAF1,5.41E-06
MLYCD,0.000280848
ZDHHC7,0.005074125
WFDC1,2.97E-06
COTL1,0.066759152
FOXL1,0.063930237
SLC7A5,0.5084966
FBXO31,0.911167117
C16orf74,0.024048646
KLHDC4,3.71E-19
CA5A,0.010723138
JPH3,0.986177997
COX4I1,0.722238025
ZCCHC14,0.948835727
FOXF1,0.909443997
EMC8,0.259008428
MAP1LC3B,0.061760877
IRF8,0.926540238
GINS2,6.08E-09
MTHFSD,3.76E-09
BANP,0.958647668
APRT,4.72E-10
CYBA,0.003572983
CDH15,5.96E-12
ZC3H18,0.999519576
PABPN1L,2.65E-11
CTU2,3.22E-14
GALNS,0.00086204
CBFA2T3,0.454440082
RNF166,0.551620567
CDT1,7.76E-09
ZFPM1,0.031491837
ACSF3,1.37E-15
TRAPPC2L,3.55E-05
SNAI3,0.008305659
MVD,2.16E-12
PIEZO1,0.53596901
IL17C,0.000566477
SPATA33,2.73E-06
VPS9D1,0.001766484
ANKRD11,0.999999822
CHMP1A,0.252036809
SPIRE2,1.13E-10
DPEP1,0.000136493
MC1R,3.25E-07
ZNF276,0.000257275
RPL13,0.914867445
FANCA,2.08E-34
SPG7,1.38E-18
SPATA2L,0.046921864
TUBB3,0.960789307
TCF25,0.051778277
ZNF778,1.63E-15
CPNE7,1.63E-13
CDK10,2.34E-10
PRDM7,3.14E-10
CENPBD1,0.020072095
DBNDD1,0.000234996
GAS8,8.04E-08
DEF8,0.389991488
C16orf3,0.002792811
SLC43A2,0.061842704
MYO1C,3.89E-08
INPP5K,0.013388723
RPH3AL,5.11E-10
FAM57A,0.020765198
DOC2B,0.382719812
VPS53,5.00E-05
CRK,0.864536311
YWHAE,0.964161142
TUSC5,0.101235964
PITPNA,0.929437925
GEMIN4,1.89E-07
C17orf97,2.03E-05
ABR,0.999949479
NXN,0.86063739
TIMM22,0.003621007
RNMTL1,1.82E-07
GLOD4,8.11E-05
TSR1,8.33E-20
SCARF1,0.000660074
SMYD4,2.01E-11
OVCA2,3.95E-05
RTN4RL1,0.787530525
RILP,0.00067086
SGSM2,5.56E-08
SMG6,0.999935136
MNT,0.96048046
DPH1,2.34E-08
SRR,0.179017047
PRPF8,0.999999999
SERPINF1,8.29E-05
RPA1,0.308711196
SERPINF2,0.423433542
WDR81,1.26E-05
AC006435.1,5.86E-05
METTL16,0.99728942
PAFAH1B1,0.999632853
OR1A1,0.000357575
ASPA,0.014880157
OR3A2,0.564393311
OR1E1,0.111199868
OR3A1,0.029568461
TRPV1,5.64E-14
OR1A2,0.013214652
OR3A3,0.416001528
OR1G1,0.008711007
TRPV3,8.74E-14
SPATA22,0.000465618
OR1D5,0.712159403
SHPK,3.97E-06
CLUH,0.99970183
RAP1GAP2,0.955938553
OR1D2,0.002382562
CTNS,0.034122009
TAX1BP3,0.002348033
OR1E2,0.020874072
SPNS3,2.77E-10
CYB5D2,4.57E-05
P2RX5,1.83E-05
SPNS2,0.00382444
ARRB2,0.769282968
GSG2,0.051131763
EMC6,0.491983958
ATP2A3,0.06445003
UBE2G1,0.745694457
ZZEF1,0.999923091
GGT6,2.46E-06
ANKFY1,0.994632888
ITGAE,7.99E-13
PELP1,0.999794752
MYBBP1A,1.69E-17
CAMKK1,0.06323909
P2RX1,6.47E-08
C17orf85,0.992974565
SMTNL2,0.001237124
ALOX15,3.60E-19
GLTPD2,0.025977798
TM4SF5,1.24E-05
PLD2,8.13E-14
PSMB6,0.14318639
CXCL16,0.04321106
RNF167,0.129414192
MED11,7.55E-06
KIF1C,0.470778561
GP1BA,0.013157716
CHRNE,0.0003479
SLC25A11,0.666467127
INCA1,8.26E-09
ENO3,6.91E-11
SPAG7,0.001147197
ZMYND15,1.44E-05
CAMTA2,0.999991614
MINK1,0.999984022
PFN1,0.688581662
VMO1,0.000437154
ZNF232,0.000435398
RPAIN,6.36E-06
WSCD1,2.91E-06
NUP88,4.70E-06
NLRP1,2.08E-12
PITPNM3,0.999503783
AIPL1,0.000113411
KIAA0753,3.17E-19
RABEP1,0.982815073
ZFP3,0.00058403
TXNDC17,0.035515895
MIS12,0.020597647
USP6,1.76E-18
SCIMP,0.012575344
SLC52A1,2.74E-05
C1QBP,0.072050239
DERL2,0.932959932
DHX33,0.008382278
ZNF594,1.14E-10
FAM64A,0.239012864
TEKT1,0.000108975
C17orf100,0.003778342
SLC16A11,0.045918307
RNASEK,0.339227906
SLC13A5,0.353400874
DVL2,0.011361464
ASGR1,0.000452324
ALOX12,6.34E-10
PHF23,0.991271958
FBXO39,0.025018434
DLG4,0.996592666
ASGR2,6.64E-06
CLEC10A,4.25E-08
MED31,0.000283388
C17orf49,0.007622931
GABARAP,0.67018621
BCL6B,0.151089912
SLC16A13,7.51E-07
XAF1,2.07E-08
ACADVL,1.31E-07
TMEM256-PLSCR3,0.245307294
SPEM1,0.023453063
EIF5A,0.890876904
CHRNB1,4.34E-06
NEURL4,0.999976734
TMEM95,0.00145965
FGF11,0.068195836
ELP5,6.48E-06
KCTD11,0.447451322
TNK1,8.55E-05
GPS2,0.590137502
C17orf74,2.15E-06
YBX2,0.968725623
TMEM256,2.95E-05
CLDN7,0.041384735
SLC2A4,0.135386793
ACAP1,0.237755775
NLGN2,0.9926247
CTDNEP1,0.972679931
EIF4A1,0.999614421
WRAP53,0.617463015
SLC35G6,0.000990015
TNFSF12,0.997954015
SENP3,0.99599542
EFNB3,0.456670731
TNFSF13,0.877768013
SHBG,0.000188842
DNAH2,2.49E-21
POLR2A,0.999999942
FXR2,0.999770109
ZBTB4,0.998490203
SOX15,0.361605911
TNFSF12-TNFSF13,0.997954015
TP53,0.912222953
CD68,0.000599774
SAT2,0.017616305
MPDU1,0.144211428
ATP1B2,0.179758869
ALOXE3,2.16E-13
TMEM88,0.353473968
CTC1,3.51E-07
VAMP2,0.837117601
KCNAB3,6.03E-12
KDM6B,0.999994425
HES7,0.78288357
ALOX15B,1.92E-12
CHD3,0.999999996
CNTROB,1.24E-11
LSMD1,0.002876485
CYB5D1,4.58E-05
GUCY2D,0.000772457
TMEM107,0.02890558
PER1,0.875748962
AC129492.6,0.788053355
TRAPPC1,0.227722385
AURKB,0.005882339
ALOX12B,0.173314448
CCDC42,1.69E-05
KRBA2,3.93E-07
PIK3R5,0.817693684
PIK3R6,1.38E-15
MFSD6L,2.40E-08
MYH10,0.99999755
RANGRF,0.02076333
ODF4,0.000650824
SPDYE4,0.001221667
PFAS,2.79E-08
ARHGEF15,0.004477181
USP43,0.009534304
RPL26,0.915888681
STX8,0.000144083
SLC25A35,3.54E-09
NDEL1,0.979221293
WDR16,4.05E-11
MAP2K4,0.99700255
RCVRN,2.96E-07
GAS7,0.025529644
MYH1,1.29E-29
DNAH9,1.37E-35
DHRS7C,1.12E-06
GLP2R,1.04E-07
MYH4,8.81E-35
ADPRM,0.065596775
MYH13,1.89E-29
MYH3,3.60E-13
MYH2,1.37E-08
ZNF18,0.000238202
TMEM220,2.02E-06
SCO1,0.507628824
MYH8,1.61E-34
PIRT,0.150384796
TEKT3,3.20E-14
COX10,0.646572546
HS3ST3B1,0.085454927
ZNF286A,0.012910605
CDRT15,0.007506438
AC005358.1,0.866496619
TRIM16,0.000114779
CDRT4,0.244291014
TVP23C-CDRT4,0.002362297
TBC1D26,0.861486844
ZSWIM7,0.087925501
ADORA2B,2.01E-05
TVP23C,0.000136737
PMP22,0.833150052
MYOCD,0.934596479
ELAC2,4.06E-11
ARHGAP44,0.999299004
FAM211A,0.732181792
MPRIP,0.870658012
PEMT,0.367752728
MED9,0.315748749
NT5M,3.30E-05
CENPV,0.313327865
TTC19,1.05E-10
FLCN,0.958489798
RAI1,0.999136112
RASD1,0.06071602
PLD6,0.075462604
TRPV2,0.005629157
PIGL,3.55E-05
ZNF624,0.000305863
TNFRSF13B,6.72E-13
NCOR1,0.999999999
ZNF287,0.608657331
UBB,0.620802082
COPS3,0.992904074
EVPLL,2.73E-08
ATPAF2,0.001430538
LGALS9C,0.940115541
SREBF1,0.985657782
TOP3A,2.64E-08
SHMT1,1.86E-07
ALKBH5,0.803934846
LLGL1,0.977463207
DRG2,0.148077282
ZNF286B,0.003746029
TRIM16L,0.016879392
LRRC48,6.09E-06
GID4,0.937456357
MIEF2,0.077014522
TOM1L2,0.414475508
FLII,3.31E-06
TBC1D28,1.44E-05
SMCR8,0.319420058
PRPSAP2,0.072045202
ALDH3A2,0.011288384
MFAP4,0.559557122
GRAP,0.217063635
FAM83G,0.015726782
RNF112,0.00365674
TVP23B,0.429732873
SLC47A1,1.22E-09
ALDH3A1,1.33E-12
ULK2,1.30E-05
SLC47A2,9.02E-14
SLC5A10,3.66E-12
B9D1,0.119139656
MAPK7,0.232913565
EPN2,0.177426617
CDRT15L2,0.321628092
AKAP10,0.932283431
KCNJ12,1.43E-05
UBBP4,0.061068295
KSR1,0.609182271
WSB1,0.92319404
RP1-66C13.4,0.052336302
NOS2,7.26E-09
DHRS7B,4.76E-08
C17orf103,0.611096491
MAP2K3,0.000496053
SPECC1,0.10945964
USP22,0.983292792
TMEM11,0.784308456
CCDC144NL,8.14E-06
LYRM9,0.045000307
LGALS9,0.00139054
ALDOC,0.790720532
NLK,0.998934347
TMEM199,0.000653685
SARM1,9.19E-09
UNC119,0.009717421
TNFAIP1,0.007361605
TMEM97,0.028406015
KIAA0100,0.265243746
IFT20,0.482557827
SPAG5,7.26E-06
SDF2,0.68281004
PIGS,0.079952448
SLC46A1,0.104422521
POLDIP2,0.049245457
SGK494,2.61E-05
SUPT6H,1
VTN,1.14E-09
SLC13A2,8.29E-07
FOXN1,0.969497552
PROCA1,0.000876151
SEZ6,1.39E-05
TRAF4,0.840038712
NEK8,1.56E-06
RPL23A,0.876904382
TAOK1,0.999999739
TIAF1,0.026393545
TLCD1,0.011149875
DHRS13,0.00023405
ABHD15,0.001790126
RAB34,4.68E-06
FLOT2,0.017234347
CRYBA1,0.000721666
TP53I13,0.062734293
PHF12,0.999959675
FAM222B,0.549446554
PIPOX,9.88E-11
GIT1,0.99930323
ERAL1,1.04E-06
NUFIP2,0.99208608
MYO18A,0.999417504
SLC6A4,0.854880095
ADAP2,3.98E-05
BLMH,0.00956069
TMIGD1,0.104144558
NF1,0.999999846
GOSR1,0.450937721
CPD,0.247131561
RNF135,0.003075166
EVI2B,0.177043581
OMG,0.863213192
EFCAB5,7.42E-16
CRLF3,0.975928566
CORO6,3.14E-05
TBC1D29,8.25E-05
EVI2A,8.69E-06
NSRP1,0.104801505
ATAD5,0.999999945
SSH2,0.999753485
ANKRD13B,0.970860716
TEFM,0.043302606
LRRC37B,0.948665375
PSMD11,0.999745809
UTP6,4.83E-06
RHOT1,0.955425773
COPRS,0.832459193
RHBDL3,0.001523114
C17orf75,0.980996283
CCL2,0.667686005
CCL7,0.009262338
SUZ12,0.999270636
MYO1D,3.30E-09
RAB11FIP4,0.993663613
ASIC2,0.989195649
CDK5R1,0.738441122
ZNF207,0.054263846
TMEM98,0.02864654
AC003101.1,0.113322437
SPACA3,0.053962912
RFFL,0.379222205
CCL11,0.083041004
CCL13,0.051133284
SLFN5,1.22E-09
NLE1,0.053987518
TMEM132E,2.40E-05
FNDC8,1.90E-05
C17orf102,0.000161803
RAD51L3-RFFL,2.24E-05
SLFN11,7.42E-16
SLFN12,5.04E-10
ZNF830,0.447637076
SLFN13,8.75E-15
CCL1,0.063040841
LIG3,2.83E-06
SLC35G3,0.029034747
CCL8,0.052901134
CCT6B,8.86E-05
RAD51D,6.19E-07
UNC45B,2.77E-08
RASL10B,0.036792615
CCL16,0.09206146
CCL18,0.010306615
CTB-186H2.3,0.02436038
C17orf66,5.19E-10
TAF15,0.354285878
CCL14,0.000121912
SLFN12L,2.35E-05
AP2B1,0.999667233
CCL3,0.145338664
GAS2L2,0.000457989
PEX12,3.70E-12
CCL5,0.012909422
MMP28,0.00013926
RDM1,0.005030965
CCL15,0.076707705
CCL23,0.042812014
LYZL6,7.45E-05
C17orf50,0.007952764
MYO19,2.43E-18
TBC1D3C,0.425665089
AATF,1.62E-07
C17orf78,0.004075283
TBC1D3G,0.490002147
CCL4,0.264898889
PIGW,5.93E-07
CCL4L1,0.480860805
ZNHIT3,1.21E-05
TADA2A,9.66E-05
GGNBP2,0.999929112
DHRS11,0.031561334
CCL4L2,0.48993731
ACACA,1
MRM1,5.93E-05
TBC1D3B,0.636923623
LHX1,0.289265566
MLLT6,0.998762157
CWC25,0.008010166
HNF1B,0.999286182
PSMB3,0.697590277
GPR179,2.68E-20
TBC1D3F,0.620380557
SRCIN1,0.99550429
PIP4K2B,0.989205104
SYNRG,0.972748212
DDX52,1.44E-10
DUSP14,0.773652009
MRPL45,0.00150597
TBC1D3,0.455180215
PCGF2,0.553826743
SOCS7,0.998970598
PPP1R1B,0.082106282
RPL23,0.93162443
PLXDC1,0.000149406
PGAP3,0.09098473
STAC2,1.66E-05
LASP1,0.866739435
NEUROD2,0.729792595
MIEN1,0.773016773
CACNB1,0.993959622
RPL19,0.974448375
FBXL20,0.998874815
CDK12,0.999991813
PNMT,0.00075382
ERBB2,0.998894657
C17orf98,0.457750608
FBXO47,0.014052557
MED1,0.999990934
STARD3,0.149477765
TCAP,0.075771008
CASC3,0.913674729
THRA,0.16700677
WIPF2,0.366730469
CSF3,0.480555586
GSDMB,1.73E-07
MSL1,0.984496891
CDC6,1.81E-06
NR1D1,0.946085418
MED24,8.99E-09
GJD3,0.004901368
RAPGEFL1,0.874145904
CTD-2267D19.3,0.344197854
ORMDL3,0.721819207
GSDMA,7.61E-13
RARA,0.934197317
IKZF3,0.994921788
ZPBP2,0.000986594
GRB7,0.000820006
PSMD3,0.999288335
SMARCE1,0.998188065
KRTAP3-2,0.474662317
KRTAP3-3,0.004787667
KRT27,8.01E-14
KRT40,0.000203217
TMEM99,3.15E-05
TOP2A,0.996224029
KRT24,5.09E-13
KRT12,9.44E-11
KRT39,8.46E-09
IGFBP4,0.23666901
TNS4,0.000130733
CCR7,0.647008605
KRT23,2.83E-08
KRT222,0.002126682
KRT28,2.07E-07
KRT25,1.85E-06
KRT20,5.58E-06
KRT26,7.23E-10
KRT10,0.020062694
KRTAP4-3,0.000536885
KRTAP2-3,0.0777172
KRTAP4-9,0.001503782
KRTAP4-16P,0.005496296
KRTAP1-1,0.008442977
KRTAP1-5,0.001046463
KRTAP4-6,0.014500199
KRTAP4-2,0.005024741
KRTAP1-3,0.653995931
KRTAP4-5,0.010387961
KRTAP3-1,0.473819461
KRTAP4-12,0.741776469
KRTAP4-4,0.001041594
KRTAP4-7,1.11E-05
KRTAP4-11,0.09863984
KRTAP2-4,0.086348363
KRTAP4-8,0.009770819
KRTAP1-4,0.141056283
KRTAP4-1,0.179915849
KRTAP9-9,0.007298706
KRT35,0.017032338
KRT32,1.21E-15
KRTAP9-4,0.000785607
KRTAP9-3,0.044712944
KRT33A,2.04E-11
KRTAP9-2,0.238025346
KRT33B,2.40E-06
KRTAP9-7,0.00547083
KRTAP9-1,0.001398091
KRTAP9-6,0.194495478
KRTAP9-8,0.043754126
KRT38,2.17E-05
KRTAP17-1,0.540107765
KRT34,2.61E-06
KRT31,0.928538286
KRT37,0.000453721
KLHL11,0.053467776
JUP,0.037534537
KRT9,0.001318731
FKBP10,0.000807425
ACLY,0.99641498
LEPREL4,4.38E-08
KRT17,7.07E-06
KRT36,3.98E-09
NT5C3B,7.88E-05
KRT16,2.17E-09
CNP,0.890888252
KRT19,0.003936455
